model,split,MAE,RMSE,R2,training_time_seconds,test_inference_time_seconds,test_rows
Linear Regression,training,15.973501571066905,31.108412761727106,0.878816604912975,0.10450669999772799,0.003341999999975087,156
Linear Regression,validation,14.620829586197855,19.766440956832195,0.9176827344227436,0.10450669999772799,0.003341999999975087,156
Linear Regression,testing,15.986580611524326,19.539402975879163,-0.22501057815788328,0.10450669999772799,0.003341999999975087,156
Random Forest,training,4.073589218096144,11.755051020672392,0.9826964008047674,1.2200913000015134,0.15702809999856981,156
Random Forest,validation,23.199034934801414,31.580740856215233,0.7898745752177339,1.2200913000015134,0.15702809999856981,156
Random Forest,testing,34.78857071632072,39.74392407268344,-4.068258394151063,1.2200913000015134,0.15702809999856981,156
Gradient Boosting,training,6.024481426086743,12.867950300325855,0.9792648987778257,0.5853069000004325,0.003690399997140048,156
Gradient Boosting,validation,17.291253166629808,24.71912177185498,0.8712639882909221,0.5853069000004325,0.003690399997140048,156
Gradient Boosting,testing,23.65078693228136,27.296824073209873,-1.390790386703591,0.5853069000004325,0.003690399997140048,156
