timestamp,current_replicas,desired_replicas,current_cpu_percentage,target_cpu_percentage,experiment,sampling_interval_seconds,cpu_lag_15s,cpu_lag_30s,cpu_lag_45s,cpu_lag_60s,replicas_lag_15s,future_cpu_30s,future_observation_timestamp,actual_horizon_seconds,cpu_change_15s,cpu_change_30s,cpu_slope_30s,cpu_recent_mean,cpu_recent_max,cpu_recent_min,cpu_recent_std,replica_change_15s,cpu_above_target
2026-07-19 21:13:14+00:00,10,10,0.0,50.0,baseline,16.0,17.0,17.0,17.0,17.0,10.0,0.0,2026-07-19 21:13:45+00:00,31.0,-17.0,-17.0,-0.5666666666666667,12.75,17.0,0.0,8.5,0.0,-50.0
2026-07-19 21:13:30+00:00,10,10,0.0,50.0,baseline,16.0,0.0,17.0,17.0,17.0,10.0,0.0,2026-07-19 21:14:01+00:00,31.0,0.0,-17.0,-0.5666666666666667,8.5,17.0,0.0,9.814954576223638,0.0,-50.0
2026-07-19 21:13:45+00:00,10,10,0.0,50.0,baseline,15.0,0.0,0.0,17.0,17.0,10.0,0.0,2026-07-19 21:14:17+00:00,32.0,0.0,0.0,0.0,4.25,17.0,0.0,8.5,0.0,-50.0
2026-07-19 21:14:01+00:00,10,10,0.0,50.0,baseline,16.0,0.0,0.0,0.0,17.0,10.0,0.0,2026-07-19 21:14:33+00:00,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:14:17+00:00,10,10,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:14:48+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:14:33+00:00,10,10,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:15:04+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:14:48+00:00,10,10,0.0,50.0,baseline,15.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:15:20+00:00,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:15:04+00:00,10,10,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:15:36+00:00,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:15:20+00:00,10,10,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:15:51+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:15:36+00:00,10,10,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:16:07+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:15:51+00:00,10,10,0.0,50.0,baseline,15.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:16:23+00:00,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:16:07+00:00,10,10,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:16:39+00:00,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:16:23+00:00,10,10,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:16:55+00:00,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:16:39+00:00,10,10,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:17:10+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:16:55+00:00,10,10,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:17:26+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:17:10+00:00,10,10,0.0,50.0,baseline,15.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:17:41+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:17:26+00:00,10,10,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:17:57+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:17:41+00:00,10,10,0.0,50.0,baseline,15.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:18:12+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:17:57+00:00,10,10,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:18:28+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:18:12+00:00,10,10,0.0,50.0,baseline,15.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:18:44+00:00,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:18:28+00:00,10,10,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:18:59+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:18:44+00:00,10,10,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:19:15+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:18:59+00:00,10,1,0.0,50.0,baseline,15.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:19:30+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:19:15+00:00,1,1,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,10.0,0.0,2026-07-19 21:19:46+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-50.0
2026-07-19 21:19:30+00:00,1,1,0.0,50.0,baseline,15.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 21:20:02+00:00,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:19:46+00:00,1,1,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 21:20:17+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:20:02+00:00,1,1,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 21:20:33+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:20:17+00:00,1,1,0.0,50.0,baseline,15.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 21:20:49+00:00,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:20:33+00:00,1,1,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 21:21:04+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:20:49+00:00,1,1,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 21:21:20+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:21:04+00:00,1,1,0.0,50.0,baseline,15.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 21:21:35+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:21:20+00:00,1,1,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 21:21:51+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:21:35+00:00,1,1,0.0,50.0,baseline,15.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 21:22:07+00:00,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:21:51+00:00,1,1,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 21:22:22+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:22:07+00:00,1,1,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 21:22:38+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:22:22+00:00,1,1,0.0,50.0,baseline,15.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 21:22:53+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:22:38+00:00,1,1,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 21:23:09+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:22:53+00:00,1,1,0.0,50.0,baseline,15.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 21:23:25+00:00,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 21:23:09+00:00,1,1,0.0,50.0,baseline,16.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 21:23:40+00:00,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 22:34:58+00:00,1,1,0.0,50.0,gradual_ramp,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 22:35:27+00:00,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 22:35:03+00:00,1,1,0.0,50.0,gradual_ramp,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 22:35:32+00:00,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 22:35:09+00:00,1,1,0.0,50.0,gradual_ramp,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 22:35:38+00:00,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 22:35:15+00:00,1,1,0.0,50.0,gradual_ramp,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 22:35:44+00:00,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 22:35:21+00:00,1,1,0.0,50.0,gradual_ramp,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 22:35:49+00:00,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 22:35:27+00:00,1,1,0.0,50.0,gradual_ramp,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 22:35:55+00:00,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 22:35:32+00:00,1,1,0.0,50.0,gradual_ramp,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-07-19 22:36:01+00:00,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 22:35:38+00:00,1,1,0.0,50.0,gradual_ramp,6.0,0.0,0.0,0.0,0.0,1.0,42.0,2026-07-19 22:36:06+00:00,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 22:35:44+00:00,1,1,0.0,50.0,gradual_ramp,6.0,0.0,0.0,0.0,0.0,1.0,42.0,2026-07-19 22:36:12+00:00,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 22:35:49+00:00,1,1,0.0,50.0,gradual_ramp,5.0,0.0,0.0,0.0,0.0,1.0,42.0,2026-07-19 22:36:18+00:00,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 22:35:55+00:00,1,1,0.0,50.0,gradual_ramp,6.0,0.0,0.0,0.0,0.0,1.0,42.0,2026-07-19 22:36:24+00:00,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 22:36:01+00:00,1,1,0.0,50.0,gradual_ramp,6.0,0.0,0.0,0.0,0.0,1.0,42.0,2026-07-19 22:36:29+00:00,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2026-07-19 22:36:06+00:00,1,1,42.0,50.0,gradual_ramp,5.0,0.0,0.0,0.0,0.0,1.0,42.0,2026-07-19 22:36:35+00:00,29.0,42.0,42.0,1.4,10.5,42.0,0.0,21.0,0.0,-8.0
2026-07-19 22:36:12+00:00,1,1,42.0,50.0,gradual_ramp,6.0,0.0,0.0,0.0,0.0,1.0,42.0,2026-07-19 22:36:41+00:00,29.0,42.0,42.0,1.4,10.5,42.0,0.0,21.0,0.0,-8.0
2026-07-19 22:36:18+00:00,1,1,42.0,50.0,gradual_ramp,6.0,0.0,0.0,0.0,0.0,1.0,42.0,2026-07-19 22:36:46+00:00,28.0,42.0,42.0,1.4,10.5,42.0,0.0,21.0,0.0,-8.0
2026-07-19 22:36:24+00:00,1,1,42.0,50.0,gradual_ramp,6.0,42.0,0.0,0.0,0.0,1.0,42.0,2026-07-19 22:36:52+00:00,28.0,0.0,42.0,1.4,21.0,42.0,0.0,24.24871130596428,0.0,-8.0
2026-07-19 22:36:29+00:00,1,1,42.0,50.0,gradual_ramp,5.0,42.0,0.0,0.0,0.0,1.0,42.0,2026-07-19 22:36:57+00:00,28.0,0.0,42.0,1.4,21.0,42.0,0.0,24.24871130596428,0.0,-8.0
2026-07-19 22:36:35+00:00,1,1,42.0,50.0,gradual_ramp,6.0,42.0,42.0,0.0,0.0,1.0,246.0,2026-07-19 22:37:03+00:00,28.0,0.0,0.0,0.0,31.5,42.0,0.0,21.0,0.0,-8.0
2026-07-19 22:36:41+00:00,1,1,42.0,50.0,gradual_ramp,6.0,42.0,42.0,0.0,0.0,1.0,246.0,2026-07-19 22:37:09+00:00,28.0,0.0,0.0,0.0,31.5,42.0,0.0,21.0,0.0,-8.0
2026-07-19 22:36:46+00:00,1,1,42.0,50.0,gradual_ramp,5.0,42.0,42.0,0.0,0.0,1.0,246.0,2026-07-19 22:37:15+00:00,29.0,0.0,0.0,0.0,31.5,42.0,0.0,21.0,0.0,-8.0
2026-07-19 22:36:52+00:00,1,1,42.0,50.0,gradual_ramp,6.0,42.0,42.0,42.0,0.0,1.0,246.0,2026-07-19 22:37:21+00:00,29.0,0.0,0.0,0.0,42.0,42.0,42.0,0.0,0.0,-8.0
