timestamp,current_replicas,desired_replicas,current_cpu_percentage,target_cpu_percentage
2026-08-02T20:22:39+01:00,2,2,65,50
2026-08-02T20:22:50+01:00,2,2,65,50
2026-08-02T20:23:01+01:00,2,2,37,50
2026-08-02T20:23:12+01:00,2,2,37,50
2026-08-02T20:23:22+01:00,2,2,37,50
2026-08-02T20:23:33+01:00,2,2,37,50
2026-08-02T20:23:44+01:00,2,2,37,50
2026-08-02T20:23:55+01:00,2,2,37,50
2026-08-02T20:24:05+01:00,2,2,50,50
2026-08-02T20:24:16+01:00,2,2,50,50
2026-08-02T20:24:26+01:00,2,2,50,50
2026-08-02T20:24:37+01:00,2,2,50,50
2026-08-02T20:24:48+01:00,2,2,53,50
2026-08-02T20:24:59+01:00,2,2,53,50
2026-08-02T20:25:10+01:00,2,2,46,50
2026-08-02T20:25:20+01:00,2,2,46,50
2026-08-02T20:25:31+01:00,2,2,48,50
2026-08-02T20:25:42+01:00,2,2,48,50
2026-08-02T20:25:53+01:00,2,2,46,50
2026-08-02T20:26:03+01:00,2,3,65,50
2026-08-02T20:26:14+01:00,2,3,65,50
2026-08-02T20:26:25+01:00,3,3,65,50
2026-08-02T20:26:36+01:00,3,3,65,50
2026-08-02T20:26:47+01:00,3,3,65,50
2026-08-02T20:26:57+01:00,3,3,65,50
2026-08-02T20:27:08+01:00,3,3,45,50
2026-08-02T20:27:19+01:00,3,3,45,50
2026-08-02T20:27:30+01:00,3,3,45,50
2026-08-02T20:27:41+01:00,3,3,45,50
2026-08-02T20:27:52+01:00,3,3,45,50
2026-08-02T20:28:02+01:00,3,3,46,50
2026-08-02T20:28:13+01:00,3,3,46,50
2026-08-02T20:28:24+01:00,3,3,46,50
2026-08-02T20:28:35+01:00,3,3,46,50
2026-08-02T20:28:45+01:00,3,3,46,50
2026-08-02T20:28:56+01:00,3,3,46,50
2026-08-02T20:29:07+01:00,3,4,56,50
2026-08-02T20:29:18+01:00,4,4,56,50
2026-08-02T20:29:29+01:00,4,4,56,50
2026-08-02T20:29:39+01:00,4,4,56,50
2026-08-02T20:29:50+01:00,4,4,56,50
2026-08-02T20:30:01+01:00,4,4,56,50
2026-08-02T20:30:12+01:00,4,4,51,50
2026-08-02T20:30:22+01:00,4,4,51,50
2026-08-02T20:30:33+01:00,4,4,51,50
2026-08-02T20:30:44+01:00,4,4,51,50
2026-08-02T20:30:55+01:00,4,4,51,50
2026-08-02T20:31:05+01:00,4,4,41,50
